LU,Text
prix," car les erres sunt partie del pris, (ANONYME_SERMON,251.238) "
prix," il vient de nous faire present d' un tableau sans prix qu' il a rapporté de Rome, (DUPLESSIS_LETTRE,3.178.1190) "
prix," et ce qui me console, c' est que vous en connoissez le prix et que vô· sçavez en faire un bon usage, (DUPLESSIS_LETTRE,3.291.1876) "
prix," mais je vous prie de vouloir bien me mander ce que vous pensez de ces sortes de toile, si elles sont d' un bon usé à quoy elles sont propres, leur prix et leur largeur, ce que con÷tient a peu près une pièce et s' il seroit facile de les faire venir par le havre ou par Rouën parce que nous usons beaucoup de toile tant pour notre habit, que pour notre hopital EOS (DUPLESSIS_LETTRE,3.293.1934) "
prix," dites moy je vô· prie Madame ce que vous en pensez, a quoy elles sont bonnes, leur largeur et leur prix, parce que notre habit est composé de beaucoup de toile EOS (DUPLESSIS_LETTRE,3.295.2031) "
prix," tout est hors de prix icy, (DUPLESSIS_LETTRE,3.296.2078) "
prix," mais il est suivi de tant d' autres avantages, que malgré ce que j' en connois, je suis persuadée que nous ne verrons que dans l' eternité le prix de cette grace, (DUPLESSIS_LETTRE,4.44.2907) "
prix," les actes de cette vertu de conformité sont d' un grand prix devant Dieu EOS (DUPLESSIS_LETTRE,4.51.3102) "
prix," Tout est hors de prix en Canada, (DUPLESSIS_LETTRE,4.116.3532) "
prix," et en i ot biaucop de mors et de pris. (FROISSART,44.165) "
prix," Des François en ot le pris, pour le mieuls tournoiant et prenant painne, li sires de Biausaut dalés Montdidier, et des Hainnuiers messires Miqiés de Ligne. (FROISSART,106.1480) "
prix," Et avint que pluisseur compagnon Englois, liquel avoient chevaus dont il se pooient aidier, passerent la riviere, et li auqun a piet, pour escarmuchier a euls, et aussi se desrouterent auqun Escoçois qui couroient et racouroient tout escarmuchant li un a l' autre, tant que il i eut des mors, des bleciés et des pris des uns et des aultres. (FROISSART,145.2345) "
prix," Et tous les jours i avoit honmes escarmuçans de une part et d' aultre, et souvent des mors et des pris. (FROISSART,145.2352) "
prix," et tous les jours i avoit des escarmuces, et des mors, des pris et des bleciés. (FROISSART,148.2415) "
prix," et açatoient toutes coses le pris que on lor faisoit. (FROISSART,253.4720) "
prix," Dont il avint que, qant li signeur qui la ville de Valenchiennes gouvrenoient pour ce temps, en veirent la maniere, il missent par ban et sus painne a toutes coses fuer et pris raisonnable, et tant que li Englois s' en contenterent grandement. (FROISSART,254.4721) "
prix," et en i ot biaucop de pris et de mors. (FROISSART,278.5155) "
prix," et en i eut des pris et des retenus jusques a •IX•; (FROISSART,350.6794) "
prix," Toutesfois, il en i eut grant fuisson de pris et de ocis, (FROISSART,352.6850) "
prix," Si en i ot des mors et des pris sus le chemin. (FROISSART,361.7065) "
prix," et en ot le pris de ceuls de dehors li contes de Hainnau, et de ceuls de dedens li sires de Destre; et des esquiers de dehors, Willaumes de Mastain, et de ceuls de dedens Pieres de Pietresen. (FROISSART,458.9378) "
prix," et enporta le pris des chevaliers de dehors li contes de Namur, et de ceuls de dedens mesires Gerars de Werchin, senescal de Hainnau, mais il i fu si travilliés que depuis il ne vesqi point longement, et morut jones, dont ce fu damages; et des esquiers de dehors, Thieris de Brederode, et de ceuls de dedens Ansiaus de Sars. (FROISSART,458.9381) "
prix," car il en i ot grant fuisson de mors et de pris et de bleciés, dont li pere et li frere et li linages de ceuls en furent durement courouchiet. (FROISSART,497.10210) "
prix," Et en i ot des mors et des pris, (FROISSART,530.11015) "
prix," Et en ot le pris des chevaliers de dehors li contes de Hainnau, et de ceuls de dedens messires Renauls de Gobehen; et des esquiers d' Engleterre Jehan de Qopelant; de ceuls de dedens, et de ceuls de dehors, uns esquiers de Flandres qui se nonmoit Franqe de Halle, (FROISSART,564.11887) "
prix," et en i ot biaucop de mors et de pris. (FROISSART,702.15162) "
prix," Et qant, au matin, messires Gautiers de Manni deubt monter a cheval, li dus de Normendie li envoia une hagenee amblans, et •I• coursier bien ou pris de mille livres. (FROISSART,760.16559) "
prix," Et qant il ot entendu toute la substance de la lettre et la prise dou roi d' Escoce, son serouge et son adversaire, et l' ordenance de la bataille et les noms des mors et des pris, des honmes d' onnour qui a la bataille avoient esté, et conment Jehans de Qopelant uns esquiers de Northombrelande, l' avoit pris et le tenoit en un chastiel, et ne le voloit rendre a nul honme ne fenme ne a la roine sa fenme meisment, et toutes ces coses et nouvelles la roine li specifioit clerement, vous devés savoir que il ot grant joie, (FROISSART,787.17183) "
prix," et en i ot grant fuisson de mors et de pris, (FROISSART,870.19183) "
prix," Et de la bataille je vous en donne le pris, (FROISSART,874.19295) "
prix," Il avoit esté, quant il mourut, en .XXXVI. batailles et poingnëis dont il avoit porté pris d' armes. (JOINVILLE_MEMOIRES,135.1518) "
prix," Le pris qui est en leur chevalerie si est tel que quant il sont si preus et si riches que il n' i ait que dire, et le soudanc a poour que il ne le tuent ou que il ne le desheritent, si les fait prendre et mourir en sa prison, et a leur femme et enfans tolt ce que ils ont. (JOINVILLE_MEMOIRES,141.1560) "
prix," De celle journee enporta le pris mon seigneur Geffroy de Mussanbourc, le pris de touz ceulz qui estoient en la barbacane. (JOINVILLE_MEMOIRES,145.1610) "
prix," Mais ne me fust guaires de pris: (MARIEF_LAIS,.13) "
prix," Mais quant il ad en un païs Hummë u femme de grant pris, Cil ki de sun bien unt envie Sovent en dïent vileinie: (MARIEF_LAIS,.33) "
prix," Sun pris li volent abeissier; (MARIEF_LAIS,.34) "
prix," En Flaundres vait pur sun pris quere: (MARIEF_LAIS,.60) "
prix," En la flur de sun meillur pris S' en vait li ber en sun païs Veeir sun pere e sun seignur, Sa bone mere e sa sorur, Ki mult l' aveient desiré. (MARIEF_LAIS,.69) "
prix," Quant il l' entent, Si li respunt par maltalent: ""Autresi ad en cest païs Un chevalier de mut grant pris: (MARIEF_LAIS,.540) "
prix," Equitan fu mut de grant pris E mut amez en sun païs. (MARIEF_LAIS,.666) "
prix," Jamés pris ne honur n' avrai! (MARIEF_LAIS,.918) "
prix," De cel ne sai dire le pris, Ne des cordes ne des peissuns Ki del tref tienent les giruns: (MARIEF_LAIS,.1517) "
prix," e si sui amis Cele ki deit aveir le pris Sur tutes celes que jeo sai. (MARIEF_LAIS,.1659) "
prix," De bien faire pur aveir pris Sur tuz autres s' est entremis. (MARIEF_LAIS,.1933) "
prix," Milun eissi fors de sa tere En soudees pur sun pris quere. (MARIEF_LAIS,.2603) "
prix," Sis peres li duna barun, Un mut riche humme del païs, Mut esforcible e de grant pris. (MARIEF_LAIS,.2605) "
prix," Puis li ad dit ki est sa mere E l' aventure de sun pere E cum il est bons chevaliers, Tant pruz, si hardiz e si fiers, N' ot en la tere nul meillur, De sun pris ne de sa valur. (MARIEF_LAIS,.2733) "
prix," A sei meïsmes pense e dit: ""Mut se deit hum preisier petit, Quant il issi fu engendrez E sis pere est si alosez, S' il ne se met en greinur pris Fors de la tere e del païs."" (MARIEF_LAIS,.2736) "
prix," De tutes les teres de la Porta le pris e la valur. (MARIEF_LAIS,.2755) "
prix," De sa bunté e de sun pris Veit la novele en sun païs Que uns damisels de la tere, Ki passa mer pur sun pris quere, Puis ad tant fet par sa pruësce, Par sa bunté, par sa largesce, Que cil ki nel seivent numer L' apeloent partut: "" Sanz Per"". (MARIEF_LAIS,.2758) "
prix," Mut par esteient de grant pris E gentil humme del païs. (MARIEF_LAIS,.2919) "
prix," Si quatre dru bien le feseient, Si ke de tuz le pris aveient <$$w>, Tant ke ceo vint a l' avesprer Que il deveient desevrer; (MARIEF_LAIS,.2972) "
prix," Ne en grant pris ne muntera. (MARIEF_LAIS,.3254) "
prix," Si nus poüm rien gaainier, Ceo nus iert turné a grant pris De damagier noz enemis. "" (MARIEF_LAIS,.3260) "
prix," Enfin le contrat ce fit dans les formes ordineres, a la reserve qu' elle n' i parut que soubs le nom d' une personne qui ne veut point estre nommee ni connue d' autres que de celles a qui elle confièt son segret, laquelle receut comptant dans son tablier, a plusieurs reprise pour ce mieux cacher, la somme de soixante mil livres, sur quoy elle asigna une pantion de mil livres a Mademoiselle Mance sa vie durant, luy donnant en outre plusieurs bijoux de devotion de grands prix et son portrait en mignature dans une boiste d' agastes fines enchassee en de l' or et enrichie de perles fines dont la d‹it›e damoiselle fit present a notre communauté quelques année avand sa mort, qui l' a gardee avec veneration pour le profond recpect qu' elle a eu ‹du› merite de cette dame et la reconnessance qu' on luy doibt en calité de fondatrisse aussy bien que de l' hospital, ce que je feré connestre en son lieu, (MORIN,.439) "
prix," A quelques annee de la, la s‹œu›r Bourgeoys alla en France ou Monsieur le baron de Fancamp luy donna un crusifix de grand prix et une ymage miraculeuse de la tres s‹ain›te Vierge soubs le nom de Nostre Dame de Bon Secours, avec cent escu pour estre anployé a egrandir ou orner la chapelle susditte ou devoit reposer son ymage. (MORIN,.751) "
prix," Elle anvoya une grande boiste plaine de bigoux, antre autres une ymage de cire du s‹ain›t enfant Jesus, rare en bauté, d' un pris extrordinere, que ses parans et amis luy avois fait avoir par le desir qu' ils avois que cette fille changea sa condition de s‹œu›r domestique en celle de sœur hospitaliere et vint en cette maison pour y estre sup‹erieu›re et nous faire faire le noviciat et ensuitte profession des veux solannels. (MORIN,.1668) "
prix," On me chargea du soin ‹d›e cet ouvrage a cause que ma chere sœur Maumousseau ne connessant pas encorre bien le peys, elle avèt peine a trouver des materiaux necesseires qu' a des pris fort haut. (MORIN,.1808) "
prix," et enfin fesoit si bien qu' elle n' i alloit que rarement, quelque desir qu' on ut de la voir, qui etoit tel en plusieurs qu' ils orois achepté a pris d' argent la consolation de luy parler et cela par l' estime qu' ils en fesois de sa vertu, la considerant comme une vraye sainte. (MORIN,.2223) "
prix," Car ce savons nos bien en cest païs et en maint autre leu que au parsommer avra .iii. precieux chevaliers qui avront le los et le pris de la queste sor toz les autres. (12XX-QUESTE,73.2596) "
prix," que nus nel doit an pris monter. (YVAIN,4.94) "
prix," An droit de moi doing je le pris au veinqueor. (YVAIN,52.1804) "
prix," que n' est puis droiz que ele l' aint que ses los et ses pris remaint. (YVAIN,76.2674) "
prix," Or primes doit vostre pris croistre. (YVAIN,76.2682) "
prix," s' an ont tot le pris aporté, (YVAIN,82.2862) "
prix," Ne deüst pas veher sa porte a chevalier de vostre pris se trop n' eüst vers li mespris. (YVAIN,140.4864) "
prix," Li granz renons de vostre pris m' a molt fet aprés vos lasser et mainte contree passer. (YVAIN,154.5363) "
prix," et sachiez bien trestot de voir se le pris an poez avoir, s' avroiz conquise et rachetee l' enor a la desheritee et creü vostre vaselage. (YVAIN,155.5389) "
employersonbien," Et affin que vous voiez a l' oeil que je suis celuy qui veil emploier et corps et biens en vostre service, vous verrez comment je me conduiray en ceste besoigne. (ANONYME_CNN,294.6437) "
employersonbien," Combien ay je aujourd'huy regardé et perceu de peres estans aux jeuz de leurs enfans qui se diroient treseureux, et jugeroient tresbien avoir employé leurs ans si après leur decés leur povoient laisser une petite partie des grans biens que je posside. (ANONYME_CNN,556.11788) "
fairedeladepense," Et qu' il soit vray, depuis a son pourchaz et a ses chers coustz et despens il la fist marier tresrichement et bien, a la contemplacion seullement de la franchise et loyaulté qu' en elle avoit trouvé, dont il eut la vraye cognoissance par le refus icy dessus compté. (ANONYME_CNN,158.3260) "
fairedeladepense," Et le bon homme le mary se contient le plus sagement qu' il peut sans faire grans despens EOS (XV-JOIES,60.1594) "
fairedeladepense," et li fist a ses despens avoir pasage. (FROISSART,200.3512) "
fairedeladepense," Et de la la mena le roy Thybaut a Provins, la ou la venue fut faite a grant foison de barons et a granz despens. (JOINVILLE_MEMOIRES,331.3912) "
fairedeladepense," Et il disoit: Je aimme miex que l' outrage de grans despens que je faiz soit fait en aumosne pour l' amour de Dieu que en boban ne en vainne gloire de ce monde. (JOINVILLE_MEMOIRES,359.4161) "
fairedeladepense," Ja pour les grans despens que le roy fesoit en aumosne ne lessoit il pas a faire grans despens en son hostel chascun jour. (JOINVILLE_MEMOIRES,359.4162) "
fairedesfrais," il faudroit aussy sçavoir par ou on les auroit a moins de frais. (DUPLESSIS_LETTRE,3.295.2035) "
fairedesfrais," mais nos commerçants y feroient des profits considerables si les frais n' etoient pas excessifs. (DUPLESSIS_LETTRE,4.38.2739) "
fairedesfrais," et quoy=que cette depence ne se fasse pas a ses frais, sa protection et ses soins nous sont fort avantageux, (DUPLESSIS_LETTRE,4.113.3425) "
fairedesfrais," et li fist delivrer par ses chevaliers d' ostel deus mille florins, pour paiier ses menus frés sus son cemin. (FROISSART,57.423) "
fairedesfrais," Li contes, qui fu moult amis et honnourables et qui avoit grant pité de li, et aussi avoient tout signeur et toutes dames de bien, li fist delivrer et baillier or et argent, pour paiier ses menus frés, (FROISSART,198.3458) "
fairedesfrais," et leur dist: Biau signeur, je ne sui pas venus en ce pais et faire les frés et les coustages si grans que vous veés que je fac et ai fais jusques a chi, pour tenir le siege devant Cambrai. (FROISSART,317.6023) "
fairedesfrais," se nostre grace ne lui estoit sur ce impartie, si comme il dit, en nous humblement suppliant que, attendu qu' il a bien servy oudit office de juge mage, comme dit est, au prouffit et utilité de nous et du bien publique du païs de ladicte seneschaucié et puet encores faire et aussi qu' il y a oudit païs grant chierté de vivres et si lui a convenu et convendra faire mutacion de demeure et autres grans frais a l' occasion dessusdicte, lesquelz pour l' affoiblissement et empirence des monnoyes il ne pourroit pas supporter ne son estat honnestement maintenir des gaiges de l' un desdiz estas et offices, nous lui vueillions sur ce pourveoir de nostredicte grace. Pour=quoy nous, consideré ce que dit est et les bons et agreables services que ledit suppliant nous a fais par long temps et esperons que encores face ou temps a venir, voulons et nous plaist et a icelui suppliant avons octroyé et octroyons de grace especial par ces presentes que de cy a un an a compter de la date de ces presentes il puisse tenir lesdiz deux estaz ou offices de nostre conseiller oudit parlement et de juge mage de Quercin, ja soit ce qu' ilz soient incompatibles, et, se bon lui semble, faire desservir et excercer ledit an durant ledit office de juge mage, a ses perilz et fortunes, par personne suffisant et ydoine. (MORCHESNE_FCR,.113) "
fairedesfrais," tous les Messieurs de la Compagnie qu' il c' etoit associé dans la d‹it›e Seigneurie y consantirent tous dans la pancee que ces Messieurs eclesiastiques pourois plus advantageusement travailler a la gloire de Dieu, estant establis sur les lieux, et faire moins de depances pour soutenir les frais de la Colonie qu' eux qui ne pouvois pas estre presans, et plusieurs autres reisons qu' on ne peut pas ecrire. (MORIN,.618) "
fairedesfrais," Monsieur de La Dauversiere prit 2=000# de leur fondation pour les esquiper, aprovisionner et fournir aux frais du voiage, qui est tout ce qu' elles en profiterent, ayant esté perdue peu apres. (MORIN,.939) "
fairedesfrais," Il fallut enfin remettre la R‹everan›de mere du Ronceray au soin de Monsieur Migeon qui passèt en France, lequel s' en chargea agreablement comme bon amy, toujours prest a nous faire pleisir et d' aillieurs homme de probité et for consideré, qui estoit juge de Montreal, qui en prit tout le soin possible et la conduisit et acompagna jusqu' a son monastere aux frais de cette communauté, avec justice, puis=qu' elle n' etoit venue que pour luy randre un grand service dont elle luy cera eternellement obligee, ‹et›c. (MORIN,.1770) "
fairedesfrais," On a estimé ce qu' on prit sur la queste commune, p‹ou›r l' hospital, a mil livres au moins, a cause que les ouvriers furent mis a travaillier a leur batiment par l' ordre de Monsieur le commicere, le premier, ce qui ne plut pas baucoup a M‹onsieu›r Pothier qui estoit chargé du batimant des R‹eligieu›ses et a ma s‹œu›r Denis, notre depositere, qui se trouverent obligé de faire ecarir de nouveau la plus grande partie du bois qu' il leur failloit, dans les forets et bois debout, qu' ils firent ecarir et amener en charette a grans frais, maistre Paillard ayant pris le premier pour l' hopital, comme j' ay deja dit. (MORIN,.3089) "
cher," La doulce maison fut treslargement troublée, quand en la garenne que plus chere tenoient lesdictz parens, avoient osé lascher les levriers et limiers ce desplaisant mal, et que plus est, touché sa proye en dangereux et dommageable lieu. (ANONYME_CNN,32.816) "
cher," si l' en tenoit beaucop plus cher. (ANONYME_CNN,44.1021) "
cher," La damoiselle, bonne et sage, voulant garder son honneur, que aussi cher elle tenoit que sa propre ame, voulant aussi garder la loyaulté que a sa maistresse elle devoit, ne prestoit pas l' oreille a son seigneur toutesfoiz qu' il eust bien voulu. (ANONYME_CNN,73.1588) "
cher," Mais la tresbonne chambriere luy va dire: Or ça, sire, pour le tresgrand bien, honneur et courtoisie que j' ay oy et veu de vous, j' ay esté contente mectre en vostre obeissance et joissance la rien que plus en ce monde doy cher tenir. (ANONYME_CNN,122.2481) "
cher," Mais qui la vouldroit requerre contre son honneur, qu' elle tenoit aussi cher que sa vie, elle estoit celle qui ne le cognoissoit et pour qui elle ne feroit neant plus que le singe pour les mauvais. (ANONYME_CNN,155.3175) "
cher," Et qu' il soit vray, depuis a son pourchaz et a ses chers coustz et despens il la fist marier tresrichement et bien, a la contemplacion seullement de la franchise et loyaulté qu' en elle avoit trouvé, dont il eut la vraye cognoissance par le refus icy dessus compté. (ANONYME_CNN,158.3260) "
cher," Car elle eut bien la constance de longuement et largement lendemain deviser avecques celle qui luy faisoit tort de la rien au monde que plus cher tenoit; (ANONYME_CNN,178.3654) "
cher," je vous promectz qu' oncques si chere lemproye ne fut pour vous. (ANONYME_CNN,262.5701) "
cher," mais, par ma foy, c' est trop, ad ce que le blé est cher. (ANONYME_CNN,291.6355) "
cher," et faisoit compaignie a sa femme, qui beaucop l' amoit et tenoit chere. (ANONYME_CNN,357.7896) "
cher," et n' y fay faulte, si cher que tu as ton corps. (ANONYME_CNN,404.8847) "
cher," Or devez vous savoir qu' il estoit marié pardeça a Gand, et avoit espousé une tresbelle et bonne dame qui de tout son cueur l' amoit et tenoit cher. Laquelle prioit Dieu journellement que bref le peust ravoir et reveoir par deça, si encores il estoit vif; (ANONYME_CNN,423.9254) "
cher," Et tout premier ung gentil escuier frisque, frez et friant en bon point, qui tant rembourra son bas a son cher coust, tant en substance de son corps que en despense de pecune, car a la verité elle tant bien le pluma qu' il n' y failloit point renvoier, qu' il s' ennuya et retira, et de tous poins l' abandonna. (ANONYME_CNN,461.9973) "
cher," Quand doncques vostre chaleur naturelle vous aguillonnera et poindra par telle maniere que pour vous contenir aurez perdu puissance, je vous prie, ma chere espouse, que a l' execution de vostre desir vous vous conduisiez prudentement et subtillement, et tellement qu' il n' en puist estre publicque renommée; et que si aultrement le faictes, vous, moy et tous noz amys sommes infames et deshonorez. (ANONYME_CNN,563.11884) "
cher," Ma chere espouse, je vous ay ouvert ces manieres de respondre affin que vers moy n' en usez aucunement. (ANONYME_CNN,564.11906) "
cher," Nostre marchant, oye la response de sa femme, fut tant joyeux qu' il ne se povoit contenir de plorer, disant: Ma chere espouse, puisque vostre doulce bonté m' a voulu faire la promesse que j' ay requis, je vous prie que l' entretenez. (ANONYME_CNN,566.11936) "
cher," Beneist soit mon cher espoux, de qui j' ay gardé et entretenu la leçon qui donne grand appaisement a mon cueur! (ANONYME_CNN,578.12123) "
cher," e li plaez jurra sur seinz que pur meins nel pot feire ne pur haur si cher nel fist. (ANONYME_WILLELME,.58) "
cher," En plus cher leu aler entent. (BENEDEIT_BRENDAN,34.78) "
cher," Dunc dist Brandans: 'N' est liu si chers U mansisse si volunters.' (BENEDEIT_BRENDAN,50.529) "
cher," Cil respunent mult volunters: 'Quar bien savum qu' il nus ad chers.' (BENEDEIT_BRENDAN,56.667) "
cher," Dunc dïent tuit li frere: 'Beal pere chers, chante plus bas, (BENEDEIT_BRENDAN,58.728) "
cher," Dist lui Brandans: 'Beal pere chers, Di mei qui es.' (BENEDEIT_BRENDAN,71.1107) "
cher," Brandans de Deu cungét ad pris E as chers sainz de paraïs. (BENEDEIT_BRENDAN,78.1305) "
cher," Sur tuz sunt liéd li cher frere De ço qu' or unt lur dulz pere. (BENEDEIT_BRENDAN,78.1318) "
cher," et comme c| est ce qu| ils ont de plus precieux ils serent dans un sac nommé caspita÷gane ce qu| ils ont de plus cher avec leur tabac, ce qui donne lieu a un proverbe dont on se sert en canada quand on voit quelqu’un qui est en faveur EOS (DUPLESSIS_LETTRE,2.71.75) "
cher," je souhaite ma chere amie qu| il vous fasse passer quelques moments EOS (DUPLESSIS_LETTRE,2.71.88) "
cher," et que rien ne vous fasse douter du parfait attachement avec lequel je suis Madame et tres chere amie Vôtre tres humble et tres obeissante servante S‹r› Duplessis de S‹te›=helene. (DUPLESSIS_LETTRE,2.72.101) "
cher," Madame et tres chere amie Je suis bien dedomagée cette année de l' inquietude que vous m' avez causé depuis pres de deux ans que je n' avois eu de vos cheres nouvelles, puisque j' ay reçu de vous deux lettres toutes pleine d' affection, qui m' ont fait d' autant plus de plaisir qu| elles m' assure que la petite relation que je vous ay envoyée vous a beaucoup divertie et que vos amis se sont aussy réjoüis de cette lecture, (DUPLESSIS_LETTRE,2.133.123) "
cher," ne l| épargnez donc point ma tres chere amie, EOS (DUPLESSIS_LETTRE,2.134.129) "
cher," je vais changé les vœux que je faisois pour vous en actions de grace, et remercier Dieu de ce qu' il prolonge une vie pour laquelle je m| interesse si fort, et qui est si necessaire a l| education de six aimables en÷fans qui me sont infinim[ent] chers, EOS (DUPLESSIS_LETTRE,2.134.134) "
cher," vous aurez la bonté de nous mander ma tres chere amie si cela aura été trouvé aussy singulier en france qu' icy, (DUPLESSIS_LETTRE,2.134.143) "
cher," vous jugez bien qu| il suffisoit que quel÷que chose me vint de vous ma chere amie pour que je le reçusse avec un fort grand plaisir, (DUPLESSIS_LETTRE,2.134.147) "
cher," je vous assure ma tres chere amie qu| elle n' ira point a paris sans que je vous en avertisse afin que si vous y faite quelque voyage elle ait le plaisir de v[ou]s y voir. (DUPLESSIS_LETTRE,2.73.213) "
cher," mais par la grace de Dieu nous nous trouvons toute deux en lieu de le servir et de faire notre salut vous Ma tres chere amie en elevant une vertueuse famille et en gouvernant une nombreuse maison, ou vous faites sans doute beaucoup de bien par le bon ordre que vous y maintenez et le bon exemple que vous leur donnez et moy en remplissant les devoirs d| une S‹te› Regle et en m' acquittant avec une grande fidelité de mes obligations. (DUPLESSIS_LETTRE,2.75.272) "
cher," mais priez le ma tres chere amie qu' il me fasse la grace de devenir telle qu' il me veut, (DUPLESSIS_LETTRE,2.76.276) "
cher," en verité vous me croyez toute autre que je suis puisque vous me dite que vous desirez que cette chere enfant qui porte mon ancien nom m' imitte, passe pour s| engager au service de Dieu par etat comme moy, mais qu' il la prescrive d| y mener une vie tiede comme celle que je traine malgre tous les bons desirs qu' il me donne; (DUPLESSIS_LETTRE,2.76.277) "
cher," je finis malgré moy, en vous priant d| assurer de mes respects M‹r› votre Pere et M‹r› votre époux d' embrasser vos chers et aimables enfans pour moy et de me croire avec la plus parfaite estime et tendre amitie Madame et tres chere amie EOS (DUPLESSIS_LETTRE,2.77.294) "
cher," Madame et tres chere amie J| ay deja eû l' honneur de vous écrire et de vous promet÷tre cette seconde lettre, par laquelle je veux répondre au÷tant bien que je le pourray aux demandes que vous me faites sur les mœurs et coutumes de nos sauvages, (DUPLESSIS_LETTRE,3.39.326) "
cher," Je croy avoir repondu a vos demandes ma tres chere amie EOS (DUPLESSIS_LETTRE,3.46.508) "
cher," Madame et très chère amie, Le vaisseau du Roy qui a péri cette année a 8 ou 9 lieuës de Quebec m' a fait perdre plusieurs lettres qui m| ettoient cheres, (DUPLESSIS_LETTRE,3.47.557) "
cher," vous en connoissez les effets ma chere amie EOS (DUPLESSIS_LETTRE,3.49.593) "
cher," plaignez no[us] donc ma chere amie EOS (DUPLESSIS_LETTRE,3.50.615) "
cher," elle ne peut manquer de bons senti÷ments si vous luy inspirez les vôtres ma chere amie, (DUPLESSIS_LETTRE,3.51.642) "
cher," car ceux que vo[us] enoncez dans vos cheres lettres m| édi÷fient beaucoup EOS (DUPLESSIS_LETTRE,3.51.643) "
cher," comme je suis portée a me flatter sur ce qui vo[us] regarde ma très chere amie, je me suis imaginée que les vaisseaux ayant parti plu| tot qu' a l' ordinaire votre lettre étoit venue trop tard a M· Demus pour qu| il pût me l| envoyer EOS (DUPLESSIS_LETTRE,3.54.671) "
cher," priez Dieu, ma chere amie qu' il me dégage de tous les liens qui peuvent nuire à ma sanctification. (DUPLESSIS_LETTRE,3.55.695) "
cher," Ne me laissez pas ignorer je vous prie ma chere amie le sort de vos aimables enfans, (DUPLESSIS_LETTRE,3.55.707) "
cher," Madame et trés chere amie, J' ay eû peur de ne point recevoir de vos lettres cette année EOS (DUPLESSIS_LETTRE,3.96.754) "
cher," et je vous ay une double obligation de m' avoir écrit, puisque pour me donner cette consolation, vous vous êtes derobée de la presence d' un cher malade qui avec raison, ne vous veut pas perdre de vüe, (DUPLESSIS_LETTRE,3.96.761) "
cher," assurez bien je vous prie ce cher <lb$$> malade de mes sentiments d' estime pour luy, et du desir que j' ay de sa guérison, (DUPLESSIS_LETTRE,3.96.768) "
cher," je suis aussy dans une situation a peu pres comme la vôtre pour la peine de voir souffrir une personne qui m' est fort chere, (DUPLESSIS_LETTRE,3.97.769) "
cher," je salue tous vos chers enfans, (DUPLESSIS_LETTRE,3.98.807) "
cher," j' attend de vos cheres nouvelles l' année prochaines EOS (DUPLESSIS_LETTRE,3.99.831) "
cher," Madame et tres chere amie, Le bon acuëil que vous faites a mes lettres, et l' amitié avec laquelle vous avez la bonté de me dire que vous les desirez, me prouvent bien votre tendresse, pour une amie a qui vous serez toujours infiniment chere, (DUPLESSIS_LETTRE,3.105.864) "
cher," vous épprouvé depuis longtemps ma chere amie ce qui fait l| occupation de nôtre vocation toute nôtre vie EOS (DUPLESSIS_LETTRE,3.105.870) "
cher," cepen÷dant ma chere amie grace a la divine providence no‹s› avons eû de grands sujets de consolation, premierement par la patience qu' il a plu a Dieu de donner a cette chere malade sur=tout les derniers mois, ou elle etoit devenuë si douce et si soumise qu' elle nous a beaucoup édifiée, (DUPLESSIS_LETTRE,3.106.887) "
cher," je vous avouë ma chere amie qu| elle m' ont blessée d' un trait dont je ne guériray jamais, (DUPLESSIS_LETTRE,3.106.894) "
cher," On doit remettre a M Demus une petite boëte que je vo‹s› adresse Madame et chere amie, (DUPLESSIS_LETTRE,3.108.924) "
cher," Madame et chere amie, (DUPLESSIS_LETTRE,3.108.930) "
cher," Vous me permettrez d' assurer de mes très humbles res÷pects Mr· et Me· homassel Mr vôtre Epoux vos cheres d‹elles› surtout M‹elle› Manon et tous M‹rs› vos enfans, (DUPLESSIS_LETTRE,3.108.933) "
cher," Madame et tres chere amie, Je n| ay eû aucune nouvelle de vous cette année, (DUPLESSIS_LETTRE,3.171.965) "
cher," il me semble ma tres chere amie que vous me deviez cette fois plus particulie÷rement ce trait d' amitié parce| que je vous mandois la mort de ma mere (DUPLESSIS_LETTRE,3.172.975) "
cher," apprenez moy je vous prie Madame, des nouvel÷les de votre santé de celle de Monsieur vôtre Epoux, et en particulier ce que deviennent vos chers enfants, (DUPLESSIS_LETTRE,3.172.982) "
cher," II faut un peu vous dire de nos nouvelles ma chere amie quoyque je n' aye rien de trop curieux a vous mander, (DUPLESSIS_LETTRE,3.172.991) "
cher," pensez je vous prie ma très chere amie a me de÷domager l' année prochaine, (DUPLESSIS_LETTRE,3.173.1025) "
cher," permettez moi d' assurer de mes respects M‹r› hecquet, Mons· et M‹e› homassel, et de sa÷luer tous vos aimables enfans, particulièrement ma chere manon que j' aime comme une autre vous même EOS (DUPLESSIS_LETTRE,3.173.1026) "
cher," Madame et très chere amie, (DUPLESSIS_LETTRE,3.174.1030) "
cher," j' aurois eû beaucoup de joye s' il avoit pû avoir l' honneur de vous voir ma tres chere amie, (DUPLESSIS_LETTRE,3.176.1102) "
cher," Je croy ma tres chere amie que vous pouvez vous sou÷venir de M‹r› Sarrasin medecin en ce pais, fort habile homme, que vous avez vû autrefois EOS (DUPLESSIS_LETTRE,3.176.1111) "
