SentID,Corpus,LU,Frame,ID,Author,Title,Date,Century,Domain,Genre,Region,Form,Wordcount_Source,Text,Target1Start,Target1End,Target2Start,Target2End,Target3Start,Target3End
692,Frantext,debourse,FR_Spending,LucL3,"Stendhal, 1783-1842.",Lucien Leuwen. t. 3,1835,19th,,roman,,prose,83437,"Il me recevra froidement , me demandera l’ état de mes déboursés , et trouvera que c’ est bien cher .",55,63,,,,
693,Frantext,debourse,FR_Spending,Propr,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865.",Qu'est-ce que la propriété?,1840,19th,,traite ou essai,,prose,90059,"Un chef de manufacture qui a des ouvriers et des employés à 3 , 5 , 10 et 15 fr par jour , et qui s’ adjuge à lui - même 20 fr pour sa haute direction , ne regarde pas tous ses déboursés comme perdus , parce qu’ il sait qu’ ils lui rentreront sous forme de produits .",177,185,,,,
694,Frantext,debourse,FR_Spending,LogiqueSocialePart2,"Tarde, Gabriel, 1843-1904.",La logique sociale [2],1897,19th,,traite,,,100663,"quant aux autres , plus ils seront riches , moins les désirs avec lesquels le désir en question entrera en conflit seront importants , les privations nécessitées par leur déboursé , si privation il y a , étant toujours de plus en plus légères .",171,178,,,,
695,Frantext,debourse,FR_Spending,MeStH,"Las Cases, Emmanuel-Auguste-Dieudonné, comte de, 1766-1842.",Le mémorial de Sainte-Hélène.,1823,19th,,memoires,,prose,643639,Je n’ élève assurément aucun doute sur le déboursé fait par le gouvernement de la somme qu’ il réclame à l’ empereur ; ,42,49,,,,
696,Frantext,debourse,FR_Spending,Cor72,"Flaubert, Gustave, 1821-1880.","Correspondance, 1872",1872,19th,,correspondance,,prose,85135,Mes déboursés pour le cidre m’ épouvantent ... j’ en ai payé depuis huit jours pour plus de 500 francs ; ,4,12,,,,
697,Frantext,debourse,FR_Spending,Cor66,"Hugo, Victor, 1802-1885.",Correspondance (1849-1866),1866,19th,,correspondance,,prose,199176,Vous n’ auriez aucun déboursé à faire .,21,28,,,,
698,Frantext,debourse,FR_Spending,Cor66,"Hugo, Victor, 1802-1885.",Correspondance (1849-1866),1866,19th,,correspondance,,prose,199176,"nous sommes arrivés à ce résultat que je déclare magnifique , extraordinaire , imprévu même en affaires , d’ être rentrés en un an dans nos déboursés sur une somme aussi importante ( plus de six cent mille francs ) .",140,148,,,,
699,Frantext,debourse,FR_Spending,Theorie4MouvementsPt2,"Fourier, Charles, 1772-1837.","Théorie des quatre mouvements, 2e partie",1808,19th,,traite,,,86131,"Plus le cautionnement sera élevé , plus il élaguera cette foule de sujets parasites que les pères aventurent dans une profession , sans consulter leur aptitude , et qui viennent encombrer le barreau , la médecine , le commerce , parce qu’ il n’ en coûte aucun déboursé notable pour obtenir l’ exercice desdites fonctions .",260,267,,,,
700,Frantext,debourse,FR_Spending,TrEcP,"Montchrestien, Antoine de, ca. 1575-1621.",Traicté de l'Oeconomie politique: dedié en 1615 au roy et à la reyne mere du roy,1615,19th,,traite ou essai,,prose,92941,mais ses déboursés n’ ont été que l’ avance qu’ il a faite à d’ autres producteurs de diverses portions de revenus dont il se rembourse sur la valeur brute du drap .,9,17,,,,
701,Frantext,debourse,FR_Spending,HonAr,"Ponsard, François, 1814-1867.",L'honneur et l'argent: comédie en cinq actes et en vers,1853,19th,,theatre (verse),,vers,22973,"On a beau calculer et régler la dépense , toujours les déboursés vont plus loin qu’ on ne pense . ",55,63,,,,
702,Frantext,debourse,FR_Spending,DupontEssai_relations_travail,"Dupont-White, Charles Brook, 1807-1878.",Essais sur les relations du travail avec le capital,1845,19th,,traite,,,97424,"Un producteur ne consentira pas habituellement à vendre sa denrée pour un prix inférieur aux frais de production , c’ est - à - dire à ses déboursés et à ses justes profits ; ",139,147,,,,
703,Frantext,debourse,FR_Spending,DupontEssai_relations_travail,"Dupont-White, Charles Brook, 1807-1878.",Essais sur les relations du travail avec le capital,1845,19th,,traite,,,97424,Le prix croissant des céréales élève la rente des terres anciennement cultivées sans que le moindre déboursé leur donne droit à cette plus - value .,100,107,,,,
704,Frantext,deboursement,FR_Spending,POE-76,"Marot, Clément",La Suite de l' Adolescence clémentine,1534,16th,,poesie,,,43329,"Advisez donc , si vous avez desir De rien prester , vous me ferez plaisir : Car puis ung peu , j’ ay basty à Clement , Là où j’ ay faict ung grand desboursement : Et à Marot , qui est ung peu plus loing : Tout tumbera , qui n’ en aura le soing .",147,159,,,,
705,Frantext,debourser,FR_Spending,Garn:Brad,"Garnier, Robert, 1544-1590.",Bradamante,1582,16th,,theatre,,,17363,"Ce que je prise plus en si belle alliance , C’ est qu’ il ne faudra point desbourser de finance . ",74,83,,,,
706,Frantext,debourser,FR_Spending,DetFr,"Boisguilbert, P. Le Pesant de (Pierre Le Pesant), 1646-1714.","Le détail de la France, sous le regne present",1695,17th,,traite ou essai,,prose,114653,"il seroit ridicule de faire la difference entre deux repas également bons , parce que l’ un auroit coûté beaucoup , et l’ autre bien moins , en prétendant établir un plus haut degré de felicité dans celui pour lequel on auroit deboursé davantage .",227,234,,,,
707,Frantext,debourser,FR_Spending,Corr2,"Sévigné, Marie de Rabutin-Chantal, marquise de, 1626-1696.","Correspondance T. 2, 1675-1680",1680,17th,,correspondance,,prose,404376,Nous avons déjà obtenu qu’ il ne s’ impatientera point et qu’ il attendra paisiblement qu’ on le vienne tenter par une plus grosse somme que celle qu’ il a déboursée .,156,164,,,,
708,Frantext,debourser,FR_Spending,AdDrB,"Naudé, Gabriel, 1600-1653.",Advis povr dresser vne bibliotheqve,1643,17th,,traite ou essai,,prose,18113,"Et ce qui m’ induit encore davantage à croire que ces pratiques auroient quelque efficace , c’ est que je cognois un homme lequel estant curieux de medailles , peintures , statuës , camayeux , et autres pieces et jolivetez de cabinet , en amassa par cette seule industrie pour plus de douze mille livres , sans en avoir jamais desboursé quatre .",327,335,,,,
709,Frantext,debourser,FR_Spending,Lett1,"Patin, Guy, 1601-1672.","Lettres de Gui Patin, 1630-1672, collationnée sur les manuscrits autographes, publiée avec l'addition des lettres inédites, la restauration des textes retranchés ou altérés, et des notes biographiques, bibliographiques et historiques.",1649,17th,,correspondance,,prose,129334,"Je vous remercie de tout le soin qu’ avez eu pour l’ affaire de M Bareton : je vous prie de me mander ce qu’ en avez desboursé , afin que je vous le rende .",117,125,,,,
710,Frantext,debourser,FR_Spending,POE-62,"La Fontaine, Jean de, 1621-1695.",Fables,1668,17th,,poesie,,,95949,"Les Dieux soient loués ; je n’ ai pas fait grande acquisition , à la vérité ; aussi n’ ai - je pas déboursé grand argent .",99,106,,,,
711,Frantext,debourser,FR_Spending,Satir,"Du Lorens, Jacques, 1580-1655.",Satires de Dulorens,1646,17th,,poesie,,vers,41990,"A t’ il fait au greffier le moindre compliment , il pense que cela luy tient lieu de payment ; quand il faut debourser , il se met en furie ; ",109,117,,,,
712,Frantext,debourser,FR_Spending,epinay.galiani1,"Epinay, Louise Florence Pétronille Tardieu d'Esclavelles, marquise d', 1726-1783 and Galiani, Ferdinando, 1728-1787.",Correspondance I: 1769-1770,1769,18th,,correspondance,,,83774,"J’ ai déboursé cela , ce sont les droits de sortie , les frais de transport etc .",6,13,,,,
713,Frantext,debourser,FR_Spending,epinay.galiani1,"Epinay, Louise Florence Pétronille Tardieu d'Esclavelles, marquise d', 1726-1783 and Galiani, Ferdinando, 1728-1787.",Correspondance I: 1769-1770,1769,18th,,correspondance,,,83774,"Je ne doute point de la probité de l’ homme , mais je voudrais savoir en quoi les quarante francs ont été déboursés .",106,114,,,,
714,Frantext,debourser,FR_Spending,TP5-8,"Mercier, Louis-Sébastien, 1740-1814.",Tableau de Paris t. 5,1783,18th,,melanges litteraires,,prose,217445,Le gouvernement pensionne plusieurs écrivains ; mais pour cela il ne débourse pas d’ argent .,69,76,,,,
715,Frantext,debourser,FR_Spending,IllFr,"Challes, Robert, 1659-ca. 1720.",Les illustres françoises,1713,18th,,roman,,prose,221100,"Que pour cela il falloit élire une trésoriere à la pluralité des voix , pour lui remettre en main tout l’ argent que les gagnans ne rembourseroient plus , et que les perdans païeroient au trésor ; afin que lors qu’ il y auroit assez de fonds en caisse , il fût employé à une partie de plaisir , où personne ne débourseroit rien , et où on ne laisseroit pas de se bien divertir .",310,321,,,,
716,Frantext,debourser,FR_Spending,LetJu,"Argens, Jean-Baptiste de Boyer, marquis d', 1704-1771.",Lettres juives,1738,18th,,melanges litteraires,,prose,427095,"Il est vrai , que ceux qu’ elles emploïent à cet office , aïant réciproquement besoin de leur secours , ils ne sont point barbares les uns aux autres , et s’ accommodent aisément , d’ une telle maniere , qu’ il n’ est pas besoin de rien débourser .",237,245,,,,
717,Frantext,debourser,FR_Spending,RousseauLettres,"Rousseau, Jean-Jacques, 1712-1778.",Lettres (1728-1778),1728,18th,,correspondance,,,113420,"Si vous jugez à propos d’ ajouter à ce mémoire le loyer de l’ épinette et le paiement du porteur , je n’ aurai pas besoin de débourser ici cet argent , sinon je le lui remettrai .",125,133,,,,
718,Frantext,debourser,FR_Spending,ChBea,"Le Sage, Alain René, 1668-1747.",Les aventures du Chevalier de Beauchesne,1732,18th,,roman,,prose,109680,"Selon les lieux où se rendoient les commis à qui son époux procuroit des emplois , elle les prioit de lui faire des commissions qui entretenoient chez elle l’ abondance ; et les commissionnaires , par reconnoissance ou par timidité , ne parloient jamais de ce qu’ ils avoient déboursé .",276,283,,,,
719,Frantext,debourser,FR_Spending,NapOeuv2,"Bonaparte, Napoléon, 1769-1821.","Oeuvres de Napoléon Bonaparte, Tome 2",1797,18th,,correspondance,,,139563,"Une lettre pour le général Gentili , par laquelle j’ approuve toutes les mesures qu’ il a prises pour nourrir votre escadre à Corfou , où je prescris que le reçu des sommes qu’ il a déboursées sera accepté en paiement dans la caisse du payeur de Corfou , approuvant également l’ emploi des treize cents sacs de farine que vous avez pris .",182,191,,,,
720,Frantext,debourser,FR_Spending,DiscoursEcoPol,"Rousseau, Jean-Jacques, 1712-1778.",Discours sur l'économie politique,1755,18th,,traite,,,16735,"les dépenses de l’ État auront nécessairement diminué avec celles des particuliers ; et le fisc ne saurait moins recevoir de cette manière , qu’ il n’ ait beaucoup moins encore à débourser : ",179,187,,,,
721,Frantext,debourser,FR_Spending,TP1-4,"Mercier, Louis-Sébastien, 1740-1814.",Tableau de Paris t. 1,1782,18th,,melanges litteraires,,prose,212948,"Il est vrai que l’ anglois donne une guinée , et que nous déboursons mesquinement trente sols .",58,67,,,,
722,Frantext,debourser,FR_Spending,VoIle,"Saint-Pierre, Bernardin de, 1737-1814.",Voyage a l'île de France,1773,18th,,recit de voyage,,prose,91366,"Ce sont des européens auxquels la compagnie fait des avances , et que les habitants prennent chez eux , en rendant à l’ administration ce qu’ elle a déboursé .",149,156,,,,
723,Frantext,debourser,FR_Spending,TP5-8,"Mercier, Louis-Sébastien, 1740-1814.",Tableau de Paris t. 5,1783,18th,,melanges litteraires,,prose,217445,"Jamais le maître de ces maisons vitrées ne lui reprochera d’ y venir occuper une place éternellement gratuite : il sera toute l’ année régalé de musique et chauffé , sans rien débourser ; son oreille jouira plus que son estomac , et la symphonie lui tiendra lieu de souper .",176,187,,,,
724,Frantext,debourser,FR_Spending,HiLxi,"Duclos, Charles Pinot-, 1704-1772.",Histoire de Louis XI,1745,18th,,traite ou essai,,prose,186795,"Le comte de Charolois demandoit pour lui et son premier héritier , les villes rachetées sur la Somme , qui après eux pourroient être retirées pour la somme de deux cens mille écus , sans que le comte fût obligé de rendre les quatre cens mille écus déboursés par le roi pour le rachat ; il vouloit de plus , Boulogne , Guisne , Péronne , Mondidier et Roye , comme héritages perpétuels .",248,256,,,,
725,Frantext,debourser,FR_Spending,MemGo,"Beaumarchais, Pierre Augustin Caron de, 1732-1799.",Mémoires contre M. Goezmann,1774,18th,,pamphlet,,prose,106075,"ainsi vous ignoriez parfaitement , quand ma lettre vous est parvenue le 21 avril , qu’ il y eût eu quinze louis déboursés par moi , pour le secrétaire , en sus des cent louis donnés pour l’ audience?",112,120,,,,
726,Frantext,debourser,FR_Spending,JePat,"Reybaud, Louis, 1799-1879.",Jérôme Paturot à la recherche d'une position sociale,1842,19th,,roman,,prose,143726,"En avances de diverses natures , j’ avais déboursé plus de quatre cent mille francs , et il restait dû , à droite et à gauche , plus de cent cinquante mille francs .",42,49,,,,
727,Frantext,debourser,FR_Spending,daunr03,"Daudet, Alphonse, 1840-1897.",Nabab (Le),1878,19th,,"Narratif, Roman",,,146209,"Je suis en train - - - et son regard farceur , bien de son pays , raillait la bonhomie de son sourire - - - je suis en train de calculer que j’ ai déboursé quatre cent trente mille francs pour faire décorer Jenkins .",147,154,,,,
728,Frantext,debourser,FR_Spending,LFrIt,"Courier, Paul-Louis, 1772-1825.",Lettres de France et d'Italie,1825,19th,,correspondance,,prose,98775,"Il faut donc toujours vous importuner ; mais , cette fois , sans rien débourser , envoyez , je vous prie , à ce bureau quelqu’ un qui , fouillant dans le fatras des lettres poste restante , y déterre les miennes et fasse mettre au dos : chez Messieurs Molini et Landi , libraires à Florence ; puis vous joindrez à cette bonté celle de m’ en donner avis .",70,78,,,,
729,Frantext,debourser,FR_Spending,GreCo,"About, Edmond, 1828-1885.",La Grèce contemporaine,1854,19th,,recit de voyage,,prose,101524,"Le préfet de police pensa qu’ il était assez malheureux d’ avoir perdu son argent , et il s’ épargna le chagrin de le débourser .",118,126,,,,
730,Frantext,debourser,FR_Spending,Propr,"Proudhon, P.-J. (Pierre-Joseph), 1809-1865.",Qu'est-ce que la propriété?,1840,19th,,traite ou essai,,prose,90059,"Notre paysan pour racheter ses deux conscritsdébourse 4000 fr qu’ il emprunte : à 5 p 100 , voilà les 200 fr dont nous parlions tout à l’ heure .",45,52,,,,
731,Frantext,debourser,FR_Spending,Jour1,"Dangeau, Philippe de Courcillon, marquis de, 1638-1720.",Journal T. 1 1684-1685-1686,1686,19th,,memoires,,prose,131667,Chaque convive avait déboursé six francs pour un couvert en ruolz .,21,28,,,,
732,Frantext,debourser,FR_Spending,NouAs,"Gobineau, Arthur, comte de, 1816-1882.",Nouvelles asiatiques,1876,19th,,roman,,prose,108936,"Le lion de Dieu ne lui avait indiqué que le tiers de ce qu’ il aurait à débourser ; au lieu de cinq tomans et quatre pains de sucre , il se trouvait engagé pour quinze tomans et douze pains de sucre .",72,83,,,,
733,Frantext,debourser,FR_Spending,CoCiF,NA,Code civil des Français,1804,19th,,traite ou essai,,prose,112441,"Un associé a action contre la société , non - seulement à raison des sommes qu’ il a déboursées pour elle , mais encore à raison des obligations qu’ il a contractées de bonne foi pour les affaires de la société , et des risques inséparables de sa gestion .",85,94,,,,
734,Frantext,debourser,FR_Spending,StBeuveDerniersPortraits,"Sainte-Beuve, Charles Augustin, 1804-1869.",Derniers portraits littéraires,1852,19th,,traite,,,197763,"Cette somme à débourser tenait surtout à cœur à Mme de Ferriol , et elle le fit sentir à Mlle Aïssé , qui se leva , alla prendre le billet et le jeta au feu en sa présence .",14,22,,,,
735,Frantext,debourser,FR_Spending,CoToc,"Gobineau, Arthur, comte de, 1816-1882.",Correspondance d'Alexis de Tocqueville et d'Arthur de Gobineau,1859,19th,,correspondance,,prose,61866,"Cette politique serait absolument la même ; la vanité nationale contraindrait les conservateurs plus encore peut - être que les radicaux à se montrer rudes vis - à - vis de la diplomatie et si l’ intérêt des paysans portait les cantons à se débarrasser un peu plus vite de la charge très onéreuse des réfugiés ordinaires , rien n’ obligerait ceux - ci à hâter le départ des réfugiés chefs , bien autrement dangereux , mais qui , ne forçant la Suisse à débourser aucun subside , chatouillent très agréablement par leur présence son goût pour braver ses voisins .",452,460,,,,
736,Frantext,debourser,FR_Spending,Terre,"Zola, Emile, 1840-1902.",La terre,1887,19th,,roman,,prose,177166,"D’ abord , rien à débourser , il ne la prendrait qu’ avec la maison en dot ; ",18,26,,,,
737,Frantext,debourser,FR_Spending,CteMC,"Dumas, Alexandre, 1802-1870.",Le comte de Monte-Cristo,1846,19th,,roman,,prose,512538,"Voyons , poursuivit Caderousse , peux - tu , toi , sans débourser un sou , me faire avoir une quinzaine de mille francs ...",56,64,,,,
738,Frantext,debourser,FR_Spending,LogiqueSocialePart2,"Tarde, Gabriel, 1843-1904.",La logique sociale [2],1897,19th,,traite,,,100663,"Quand une personne , désirant acheter un objet à tel prix , apprend qu’ une autre personne désire acheter ce même objet à un prix égal , aussitôt son désir personnel s’ avive au point qu’ elle consentirait à l’ acquérir à un prix supérieur ; et cette autre personne , à son tour , si elle vient à le savoir , sent s’ accroître son désir et s’ élever le prix maximum qu’ elle se résignerait à débourser .",392,400,,,,
739,Frantext,debourser,FR_Spending,BoDam,"Zola, Emile, 1840-1902.",Au bonheur des dames,1883,19th,,roman,,prose,158580,"Mouret ne traitait plus avec un entrepreneur pour une somme fixe ; il dirigeait aussi la cuisine , il en avait fait un service organisé comme un de ses rayons , ayant un chef , des sous - chefs , un inspecteur ; et , s’ il déboursait davantage , il obtenait plus de travail d’ un personnel mieux nourri , calcul d’ une humanitairerie pratique qui avait longtemps consterné Bourdoncle .",223,232,,,,
740,Frantext,debourser,FR_Spending,MeStH,"Las Cases, Emmanuel-Auguste-Dieudonné, comte de, 1766-1842.",Le mémorial de Sainte-Hélène.,1823,19th,,memoires,,prose,643639,"Votre gouvernement débourse les sommes , nul doute ; mais vous connaissez assez les affaires pour savoir les inconvénients et les abus des fournitures .",19,26,,,,
741,Frantext,debourser,FR_Spending,Theorie4MouvementsPt2,"Fourier, Charles, 1772-1837.","Théorie des quatre mouvements, 2e partie",1808,19th,,traite,,,86131,"Après les 10 000 livres consommées , il n’ y aura rien de décidé , et si l’ on veut faire pendre Scapin , il faudra peut - être débourser autres 10 000 livres , sans être sûr de réussir ; ",128,136,,,,
742,Frantext,debourser,FR_Spending,CoN85,"Maupassant, Guy de, 1850-1893.",Contes et nouvelles 1885,1885,19th,,roman,,prose,68953,"Le cocher , enchanté de voir Belhommedébourser trois francs soixante et quinze , répondit : ""ça va!",37,45,,,,
743,Frantext,debourser,FR_Spending,Theorie4MouvementsPt2,"Fourier, Charles, 1772-1837.","Théorie des quatre mouvements, 2e partie",1808,19th,,traite,,,86131,"il vaut donc mieux prendre la modique somme de 10 000 livres , que d’ en débourser encore autant .",73,81,,,,
744,Frantext,debourser,FR_Spending,UbuRo,"Jarry, Alfred, 1873-1907.",Ubu roi,1895,19th,,theatre,,prose,13348,"Non , de par ma chandelle verte , faisons la guerre , puisque vous en êtes enragés , mais ne déboursons pas un sou .",93,102,,,,
745,Frantext,debourser,FR_Spending,TaiPi,"Lamartine, Alphonse de, 1790-1869.",Tailleur de pierres,1851,19th,,roman,,prose,60665,"Car on est bien charitable dans le pays , surtout quand il ne faut pas débourser un pauvre liard .",71,79,,,,
746,Frantext,debourser,FR_Spending,MLour*,"Châteaubriant, Alphonse de, 1877-1951.",M. des Lourdines,1911,20th,,roman,,prose,45769,"Par exemple , il n’ avait pas manqué , lorsqu’ elle était revenue à la charge au sujet de la vache , de représenter que trois cents francs étaient une grosse somme , qu’ il ne débourserait pas sans une nécessité absolue .",176,187,,,,
747,Frantext,debourser,FR_Spending,Jour1,"Dangeau, Philippe de Courcillon, marquis de, 1638-1720.",Journal T. 1 1684-1685-1686,1686,20th,,memoires,,prose,131667,"Une vieille millionnaire athée , qui n’ avait déboursé que vingt - cinq francs , a raflé deux dessins remarquables dont l’ un , de Charles Maurin , vaut environ vingt fois sa mise .",46,53,,,,
748,Frantext,debourser,FR_Spending,Cah11,"Barrès, Maurice, 1862-1923.","Mes cahiers, T. 11 1914-1918",1918,20th,,memoires,,prose,80392,"Quand ils verront qu’ on débourse là - bas et qu’ on gagne chez nous , ils seront de chez nous .",25,32,,,,
749,Frantext,debourser,FR_Spending,Jour5*,"Green, Julien, 1900-",Journal. T. 5. 1946-1950,1950,20th,,memoires,,prose,93991,"Je lui demande s’ il a lu le de profondis de Wilde qui a récemment paru in extenso et il me dit que oui et que ce qui l’ a le plus gêné dans ce livre , c’ est la manière dont Wilde compose son attitude devant la postérité ( plus encore que les détails qu’ il donne sur les sommes importantes qu’ il a déboursées pour satisfaire aux caprices de Douglas ) ... ",301,310,,,,
750,Frantext,debourser,FR_Spending,BeaQu*,"Aragon, Louis, 1897-1982.",Les beaux quartiers,1936,20th,,roman,,prose,185099,"Remarquez que c’ était leur intérêt , naturellement pas immédiat , mais est - ce que c’ était l’ intérêt d’ Émile Barrel quand il déboursait le prix des jolis vêtements de la clique?",130,139,,,,
751,Frantext,debourser,FR_Spending,FebvreCoeurReligieux16e,"Febvre, Lucien, 1878-1956.",Au coeur du religieux du XVIe siècle,1958,20th,,traite,,,162031,"Scribes en leurs causes , et ne déboursant point d’ argent , ils n’ en demandaient que peu ou point aux parties , tant que la procédure durait .",32,41,,,,
752,Frantext,debourser,FR_Spending,BlochCapetiens,"Bloch, Marc Léopold Benjamin, 1886-1944.","La France sous les deniers Capétiens, 1223-1328",1938,20th,,traite,,,61419,"Parfois , le roi pouvait acheter sans rien débourser , simplement en cédant certains de ses droits .",43,51,,,,
753,Frantext,debourser,FR_Spending,ItEsp*,"T'Serstevens, A. (Albert), 1886-1974.",L'itinéraire espagnol,1963,20th,,recit de voyage,,prose,120278,Un photographe sommairement outillé ou un horloger pas trop maladroit pourrait visiter sans débourser un liard toutes les îles de la Polynésie .,92,100,,,,
754,Frantext,debourser,FR_Spending,CuCam*,"Bernanos, Georges, 1888-1948.",Journal d'un curé de campagne,1936,20th,,roman,,prose,97199,"À cette place , tout autre que moi , un homme riche , par exemple , pourrait évaluer le prix de ces maisons de torchis , calculer l’ exacte superficie de ces champs , de ces prés , rêver qu’ il a déboursé la somme nécessaire , que ce village lui appartient .",196,203,,,,
755,Frantext,debourser,FR_Spending,Celib*,"Montherlant, Henry de, 1896-1972.",Les célibataires,1934,20th,,roman,,prose,73252,"Comme si c’ était la même chose , de débourser cinq mille francs quand on en a onze mille , ou quand on en a six!",37,45,,,,
756,Frantext,debourser,FR_Spending,HotNo*,"Dabit, Eugène, 1898-1936.",L'Hôtel du Nord,1929,20th,,roman,,prose,37921,"Dans le quartier sa réputation de bon joueur était solide ; on lui enviait son habileté et une chance de "" cocu "" qui lui permettait de boire à sa soif sans jamais débourser un sou . ",164,172,,,,
757,Frantext,debourser,FR_Spending,JanetAmourEtHaine,"Janet, Pierre, 1859-1947.",L'amour et la haine. Notes de cours recueillies et rédigées par M. Miron Epstein. Cours dispensé en 1924-1925 au Collège de France,1932,20th,,traite,,,82344,"Quand nous voulons faire réparer une maison , nous donnons un ordre à un ouvrier ; mais actuellement , cet ordre n’ est pas bon marché , et nous sommes obligés à notre tour , en échange du service rendu , de débourser une forte somme .",208,216,,,,
758,Frantext,debourser,FR_Spending,AnPro*,"Tharaud, Jérôme, 1874-1953.",L'an prochain à Jerusalem,1924,20th,,recit de voyage,,prose,36443,"Quant au colon , il a le précieux avantage de n’ avoir rien à débourser pour se procurer une terre , et de pouvoir consacrer tout ce qu’ il a d’ argent à la mettre en valeur .",62,70,,,,
759,Frantext,debourser,FR_Spending,Bourl*,"Cendrars, Blaise, 1887-1961.",Bourlinguer,1948,20th,,memoires,,prose,135924,"Je n’ ai connu qu’ un autre marchand aussi difficile et toujours prêt à rembarrer le client , Ambroise Vollard , cet ours mal léché que j’ ai également beaucoup fréquenté , qui aimait tellement la peinture contemporaine qu’ il rachetait par la suite les tableaux qu’ il avait été contraint de vendre pour faire de l’ argent afin de pouvoir nourrir son écurie de peintres à ses et à leurs débuts et que j’ ai vu racheter 300 . 000 Des Cézannes qu’ il avait vendus 3 . 000 Dix ans auparavant pour assurer une rente de 300 francs par mois au vieux maître d’ Aix , déboursant la forte somme sans sourciller , non par lucre ni pour se livrer à une spéculation up to date et profiter d’ un boom avec le sourire , mais par amour , et les peintres qui ne pipaient mot de son vivant et le laissaient faire estomaqués , trop heureux d’ être mis sous contrat par un tel supporter , ont eu le front de se plaindre de lui après sa mort!",561,570,,,,
760,Frantext,debourser,FR_Spending,PiAmi*,"Queneau, Raymond, 1903-1976.",Pierrot mon ami: roman,1942,20th,,roman,,prose,54063,"Ceux qui voulaient subir les brimades mécaniques payaient vingt sous , tandis que les philosophes en déboursaient le triple , impatients qu’ ils sont de se sentir prêts à voir .",101,112,,,,
761,Frantext,debourser,FR_Spending,BeaQu*,"Aragon, Louis, 1897-1982.",Les beaux quartiers,1936,20th,,roman,,prose,185099,"Avec une douceur qu’ on n’ aurait jamais attendu de cette brute , il la persuada gentiment de débourser l’ argent , une misère , pour en finir .",94,102,,,,
762,Frantext,debourser,FR_Spending,CaVat*,"Gide, André, 1869-1951.",Les caves du Vatican,1914,20th,,roman,,prose,70480,Et même ... l’ abbé s’ impatientait légèrement ; elle n’ osa donc pas ajouter qu’ il lui faudrait sans doute quelque temps pour la réunir ( car elle espérait bien n’ avoir pas à débourser toute seule ) .,178,186,,,,
763,Frantext,debourser,FR_Spending,EnfAu,"Adam, Paul, 1862-1920.",L'enfant d'Austerlitz,1902,20th,,roman,,prose,164633,"maman Virginie ne blâme - t - elle pas les Lyrisse de refuser la restitution du château contre le capital dérisoire déboursé pour acquérir ce bien national , au temps où la convention payait ainsi le dévouement jacobin?",116,123,,,,
764,Frantext,depens,FR_Spending,Mous:Chro,"Mousket, Philippe, 13th cent.",Chronique,1243,13th,,melanges litteraires,,,181719,"S’ el fist siervir moult noblement , par volenté et par pourpens ; mais li rois païoit le despens .",90,96,,,,
765,Frantext,depens,FR_Spending,Mous:Chro,"Mousket, Philippe, 13th cent.",Chronique,1243,13th,,melanges litteraires,,,181719,"Carles , ki fu de grant savoir , La tierce part de son avoir , par devisance et par pourpens , retint à faire son despens et çou que mestiers li seroit , en dementres que il vivroit .",114,120,,,,
766,Frantext,depens,FR_Spending,Mous:Chro,"Mousket, Philippe, 13th cent.",Chronique,1243,13th,,melanges litteraires,,,181719,"Dont s’ en alèrent , par esgart , en Pulle , al duc Robiert Wiskart , qui s’ en ala , par i fourfet , Al tans le roi Huon - Kapet , par son despens et par aleu .",140,146,,,,
767,Frantext,depens,FR_Spending,Mous:Chro,"Mousket, Philippe, 13th cent.",Chronique,1243,13th,,melanges litteraires,,,181719,"mais ele juga que li enfés tout son droit a , parmi vii mil livres d’ acorde . de tant i ot miséricorde Pour son despens et pour sa gierre .",113,119,,,,
768,Frantext,depens,FR_Spending,POE-102,Rutebeuf,Oeuvres complètes (ancien français),1260,13th,,poesie,,,74554,"Si ne sai , se je dor ou voil Ou se je pens , Queil part je panrrai mon despens De quoi passeir puisse cest tens : Teil siecle ai gié .",72,78,,,,
769,Frantext,depens,FR_Spending,christine.chemin,"Christine, de Pisan, ca. 1364-ca. 1431.",Le Livre du chemin de lonc estude,1402,15th,,traite ou essai,,,36789,"Je ne met point gent a mesaise , Ne ne les fais aler en guerre ; Mes gens ne veulent fors paix querre , Ne d’ autre riens ilz n’ ont espens , Fors de mener les grans despens , Jouer , dancier et eulx esbatre .",166,172,,,,
770,Frantext,depens,FR_Spending,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"et , bien qu’ il considerast combien c’ est d’ avantage de conserver sa maison pure et nette de troubles de la guerre , afin qu’ entiere en ses forces elle puisse continuellement fournir deniers et secours au besoing ; que la necessité des guerres porte à tous les coups defaire le gast , ce qui ne se peut faire bonnement en nos biens propres , et si le païsant ne porte pas si doucement ce ravage de ceux de son party que de l’ ennemy , en maniere qu’ il s’ en peut aysément allumer des seditions et des troubles parmy nous ; que la licence de desrober et de piller , qui ne peut estre permise en son pays , est un grand support aux ennuis de la guerre , et , qui n’ a autre esperance de gaing que sa solde , il est mal aisé qu’ il soit tenu en office , estant à deux pas de sa femme et de sa retraicte ; que celuy qui met la nappe , tombe tousjours des despens ; ",856,862,,,,
